ID,Marked,Frame0,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15
73135e2ad319f4f2cfe8d60bc6360759,1,"[[(379, 570), (295, 516)]]","[[(305, 514), (381, 569)]]","[[(308, 514), (377, 571)]]","[[(298, 510), (351, 569)]]","[[(276, 509), (310, 573)]]","[[(242, 512), (267, 567)], [(375, 530), (402, 598)]]","[[(228, 512), (204, 566)], [(374, 527), (404, 596)]]","[[(196, 513), (168, 556)], [(356, 526), (393, 597)]]","[[(323, 523), (362, 597)]]","[[(276, 524), (310, 598)]]","[[(217, 527), (249, 597)]]","[[(166, 524), (191, 593)]]","[[(125, 522), (156, 592)], [(239, 514), (200, 571)]]","[[(271, 511), (223, 568)]]","[[(309, 514), (251, 571)]]","[[(348, 513), (278, 572)]]"
73f7e4b2b224c082677df794ccd3d627,1,"[[(88, 168), (174, 213)]]","[[(196, 213), (97, 165)]]","[[(228, 210), (136, 163)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(131, 171), (171, 211)]]","[[(98, 169), (165, 213)]]"
742084dcbc9f5d7dd863fb37a4be057a,1,"[[(193, 210), (101, 157)]]","[[(113, 156), (195, 208)]]","[[(218, 206), (145, 156)]]",N/M,N/M,"[[(363, 439), (325, 367)]]","[[(334, 362), (372, 438)]]","[[(327, 365), (367, 440)]]","[[(313, 363), (355, 442)]]","[[(284, 369), (326, 438)]]","[[(249, 369), (290, 438)]]","[[(250, 365), (205, 440)], [(334, 164), (266, 214)]]","[[(218, 362), (178, 441)]]","[[(153, 365), (195, 435)], [(168, 151), (205, 206)]]","[[(119, 151), (178, 212)], [(136, 438), (181, 369)]]","[[(107, 159), (184, 211)], [(180, 371), (137, 435)]]"
74244553005b05ece2981f71bcab30f7,1,"[[(186, 552), (135, 620)]]","[[(382, 211), (345, 268)], [(191, 549), (148, 624)]]","[[(358, 264), (334, 205)], [(212, 628), (176, 553)]]","[[(293, 200), (336, 267)], [(248, 549), (211, 620)]]","[[(249, 208), (296, 260)], [(242, 552), (270, 619)], [(209, 128), (248, 176)]]","[[(276, 558), (314, 615)], [(197, 208), (266, 262)], [(171, 115), (217, 184)]]","[[(181, 128), (150, 181)], [(153, 208), (232, 266)], [(296, 559), (335, 616)]]","[[(173, 126), (143, 184)], [(123, 204), (202, 267)], [(318, 559), (347, 617)]]","[[(130, 207), (182, 266)], [(191, 127), (145, 188)]]","[[(335, 550), (370, 619)], [(135, 204), (179, 268)], [(221, 130), (151, 185)]]","[[(307, 549), (346, 617)], [(258, 124), (184, 177)]]","[[(276, 552), (307, 618)], [(290, 123), (226, 176)]]","[[(275, 544), (233, 620)]]","[[(243, 550), (195, 621)]]","[[(212, 550), (156, 620)]]","[[(196, 549), (139, 621)]]"
742c1108ff62fac7b656c25e10ff2e32,1,"[[(139, 605), (164, 638)]]","[[(257, 553), (234, 513)]]","[[(296, 548), (268, 510)]]","[[(338, 330), (368, 268)]]","[[(306, 331), (373, 257)], [(354, 510), (321, 550)]]","[[(273, 327), (372, 259)], [(335, 507), (372, 568)]]","[[(337, 507), (384, 570)], [(237, 258), (338, 333)]]","[[(301, 331), (200, 261)], [(323, 512), (378, 580)], [(398, 596), (371, 642)]]","[[(291, 511), (360, 574)], [(380, 595), (341, 647)], [(256, 332), (178, 256)]]","[[(260, 508), (326, 570)], [(303, 599), (340, 643)], [(215, 332), (167, 252)]]","[[(219, 510), (281, 571)], [(250, 598), (294, 647)], [(182, 330), (138, 255)]]","[[(229, 501), (180, 572)], [(199, 595), (246, 643)]]","[[(146, 568), (187, 504)], [(207, 640), (159, 600)]]","[[(171, 640), (133, 602)], [(121, 563), (159, 505)]]","[[(150, 638), (117, 604)], [(110, 558), (156, 504)]]","[[(151, 637), (122, 603)]]"
751eeccb4219a04b7f3c6be293003054,1,"[[(159, 565), (216, 524)]]","[[(224, 519), (173, 570)]]","[[(240, 515), (202, 574)]]","[[(264, 514), (224, 576)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(269, 513), (300, 566)]]","[[(237, 514), (273, 570)]]","[[(201, 522), (248, 568)]]","[[(172, 519), (232, 581)]]","[[(153, 566), (218, 523)]]"
758260238a2837b4acfaf02e05106c33,1,N/M,N/M,N/M,N/M,N/M,N/M,"[[(314, 114), (364, 137)]]","[[(327, 108), (386, 137)]]","[[(348, 106), (397, 135)]]","[[(349, 101), (399, 136)]]","[[(329, 101), (377, 137)]]","[[(345, 114), (305, 145)]]","[[(301, 106), (253, 142)]]","[[(256, 101), (196, 137)]]","[[(209, 105), (153, 136)]]","[[(179, 105), (128, 133)]]"
76470a7016acb4c811279f5f1134cf45,1,N/M,N/M,N/M,N/M,N/M,"[[(302, 175), (353, 224)]]","[[(241, 173), (383, 219)]]","[[(243, 194), (351, 221)]]","[[(197, 193), (315, 222)]]","[[(152, 192), (268, 221)]]","[[(128, 192), (214, 223)]]","[[(152, 193), (190, 223)]]",N/M,N/M,N/M,N/M
76a01e339a2d8833d072ba4181409f28,1,N/M,N/M,"[[(406, 597), (373, 561)]]","[[(355, 556), (378, 597)]]","[[(312, 551), (341, 597)]]","[[(258, 550), (305, 598)]]","[[(204, 549), (265, 600)]]","[[(225, 550), (154, 600)]]","[[(310, 371), (388, 451)], [(188, 550), (134, 602)], [(434, 153), (376, 180)]]","[[(277, 373), (372, 443)], [(160, 588), (127, 535)], [(410, 151), (347, 181)]]","[[(244, 374), (355, 441)], [(359, 150), (300, 182)]]","[[(308, 376), (209, 445)], [(300, 145), (258, 173)]]","[[(265, 378), (173, 448)]]","[[(224, 374), (157, 431)]]","[[(201, 379), (161, 426)]]",N/M
76ce1149faeced69afa3dc256869d0d8,1,"[[(187, 293), (291, 329)]]","[[(278, 294), (205, 326)]]","[[(263, 295), (215, 328)]]","[[(258, 306), (220, 333)]]","[[(255, 302), (220, 327)]]","[[(282, 539), (318, 587)], [(342, 292), (394, 235)]]","[[(229, 540), (275, 588)], [(308, 244), (378, 293)]]","[[(174, 540), (235, 589)], [(268, 245), (342, 293)]]","[[(132, 539), (206, 590)], [(220, 293), (299, 240)]]","[[(253, 245), (173, 291)], [(107, 541), (182, 589)]]","[[(139, 292), (207, 243)], [(170, 541), (120, 591)]]","[[(177, 245), (123, 290)], [(180, 539), (138, 587)]]",N/M,"[[(212, 295), (277, 322)]]","[[(198, 293), (301, 327)]]","[[(188, 295), (293, 325)]]"
7724e79d4e24c775156d55db337ac6d6,1,"[[(220, 404), (295, 448)], [(311, 474), (342, 511)]]","[[(211, 405), (285, 447)], [(309, 476), (369, 526)]]","[[(278, 404), (218, 447)], [(291, 473), (363, 523)]]","[[(270, 475), (343, 523)], [(211, 402), (265, 443)]]","[[(243, 475), (317, 524)]]","[[(228, 470), (277, 524)]]","[[(206, 473), (242, 522)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(245, 406), (307, 447)], [(321, 481), (280, 527)]]","[[(235, 404), (301, 444)], [(299, 523), (336, 478)]]"
775eaedd50c877e432de72a07c83ea79,1,"[[(144, 404), (174, 454)]]","[[(150, 407), (176, 450)]]",N/M,N/M,N/M,"[[(314, 253), (377, 309)]]","[[(292, 255), (372, 310)]]","[[(260, 257), (354, 307)]]","[[(374, 407), (344, 450)], [(325, 256), (228, 308)]]","[[(322, 406), (368, 455)], [(288, 256), (197, 308)]]","[[(296, 402), (353, 459)], [(250, 253), (172, 308)]]","[[(315, 401), (248, 454)], [(226, 245), (155, 302)]]","[[(276, 405), (205, 452)]]","[[(236, 402), (168, 452)]]","[[(200, 400), (142, 457)]]","[[(180, 402), (144, 455)]]"
7828d838474e3b54306a164d1ba6419d,1,"[[(176, 103), (81, 177)], [(341, 105), (426, 167)]]","[[(173, 110), (97, 181)], [(326, 114), (405, 169)]]","[[(293, 109), (375, 168)], [(355, 335), (326, 293)], [(147, 177), (196, 113)]]","[[(251, 92), (354, 166)]]","[[(236, 95), (299, 136)], [(305, 297), (330, 340)]]","[[(279, 113), (361, 171)], [(201, 97), (248, 141)], [(279, 298), (319, 339)]]","[[(317, 294), (246, 343)], [(314, 116), (399, 175)], [(207, 141), (157, 97)]]","[[(338, 116), (415, 170)], [(121, 145), (181, 100)], [(215, 293), (284, 341)]]","[[(163, 105), (98, 153)], [(340, 112), (415, 171)], [(258, 290), (184, 343)]]","[[(171, 101), (100, 153)], [(227, 287), (156, 343)], [(334, 112), (385, 171)]]","[[(228, 292), (176, 340)], [(195, 102), (115, 159)]]","[[(232, 105), (159, 155)], [(327, 110), (300, 153)]]","[[(295, 112), (219, 181)]]","[[(257, 113), (162, 173)]]","[[(226, 111), (121, 171)], [(378, 167), (319, 123)]]","[[(192, 100), (74, 176)], [(345, 108), (412, 173)]]"
7903252d0d108d06e0150d7ed2a752bd,1,N/M,N/M,N/M,N/M,N/M,"[[(289, 585), (338, 651)]]","[[(305, 590), (356, 652)]]","[[(312, 586), (364, 653)]]","[[(308, 585), (346, 652)]]","[[(294, 588), (318, 655)]]",N/M,N/M,N/M,N/M,N/M,N/M
7937949be388818d91766d2566f0e8cf,1,"[[(418, 175), (347, 125)], [(214, 533), (151, 581)]]","[[(337, 122), (405, 176)], [(231, 525), (182, 583)]]","[[(311, 125), (367, 181)], [(252, 585), (223, 534)]]","[[(264, 117), (310, 173)]]","[[(226, 116), (260, 168)]]",N/M,"[[(168, 171), (201, 129)]]","[[(138, 170), (178, 127)]]","[[(119, 175), (172, 133)]]","[[(167, 138), (108, 183)]]","[[(278, 517), (306, 575)]]","[[(236, 519), (265, 579)]]","[[(189, 576), (239, 522)]]","[[(147, 577), (200, 524)]]","[[(197, 526), (125, 583)], [(310, 131), (379, 178)]]","[[(342, 126), (409, 180)], [(193, 526), (117, 582)]]"
79d37690c6c91b1a4fc1ce3d2a34a345,1,"[[(309, 307), (359, 249)]]","[[(310, 250), (391, 329)]]","[[(310, 256), (394, 326)]]","[[(294, 250), (384, 324)]]","[[(256, 245), (368, 326)]]","[[(219, 249), (332, 323)]]","[[(194, 255), (273, 324)], [(306, 207), (407, 242)]]","[[(264, 213), (367, 244)], [(172, 329), (228, 260)]]","[[(205, 215), (316, 241)], [(151, 270), (190, 326)]]","[[(158, 213), (260, 240)]]","[[(120, 213), (205, 240)]]",N/M,N/M,N/M,N/M,N/M
7a465515247d5150a437499ed4dd31a8,1,"[[(314, 560), (346, 643)], [(311, 188), (208, 210)]]","[[(327, 570), (359, 646)], [(311, 186), (213, 216)]]","[[(306, 187), (230, 212)]]",N/M,"[[(239, 109), (206, 74)]]","[[(171, 102), (138, 71)]]","[[(238, 645), (264, 567)], [(156, 137), (85, 91)]]","[[(194, 648), (230, 570)], [(120, 137), (57, 91)]]","[[(159, 652), (202, 565)], [(112, 141), (67, 91)]]","[[(143, 649), (182, 565)], [(130, 101), (81, 138)]]","[[(142, 649), (184, 564)]]","[[(152, 644), (190, 571)]]",N/M,"[[(243, 650), (218, 572)]]","[[(257, 648), (285, 568)], [(211, 188), (278, 211)]]","[[(290, 570), (323, 648)], [(200, 190), (299, 210)]]"
7a591b6ca71ad9f01eea3cfc369f0a94,1,"[[(212, 205), (288, 250)], [(343, 103), (388, 140)]]","[[(324, 101), (366, 136)], [(280, 206), (209, 249)]]","[[(284, 103), (334, 137)], [(272, 208), (207, 250)]]","[[(271, 206), (222, 250)]]",N/M,"[[(200, 124), (172, 82)]]","[[(118, 133), (165, 88)]]","[[(107, 130), (152, 89)]]","[[(158, 91), (104, 132)]]","[[(179, 86), (116, 128)]]","[[(204, 89), (150, 128)]]",N/M,N/M,"[[(243, 205), (291, 251)], [(314, 96), (355, 138)]]","[[(339, 99), (387, 141)], [(236, 205), (294, 250)]]","[[(224, 204), (291, 249)], [(349, 102), (392, 136)]]"
7a774f545d50e21c11458d4f9adf564f,1,"[[(430, 147), (352, 199)]]","[[(418, 148), (350, 200)]]","[[(381, 144), (328, 212)]]","[[(298, 146), (318, 205)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(338, 147), (266, 203)]]","[[(387, 147), (308, 201)]]","[[(419, 150), (337, 203)]]"
7b47e17a89dc465f3882aa2a14299bf5,1,"[[(303, 438), (356, 500)], [(312, 253), (381, 201)]]","[[(365, 427), (284, 498)], [(306, 205), (386, 253)]]","[[(357, 421), (267, 499)], [(288, 207), (363, 250)]]","[[(333, 422), (243, 494)], [(263, 251), (331, 203)]]","[[(214, 426), (302, 498)], [(263, 203), (218, 253)]]","[[(196, 421), (264, 499)]]","[[(182, 420), (228, 494)]]","[[(320, 108), (378, 147)]]","[[(325, 108), (391, 149)]]","[[(329, 106), (383, 144)]]","[[(324, 106), (374, 144)]]",N/M,N/M,N/M,N/M,N/M
7b698050fe145ce976a67d04058212d3,1,"[[(190, 236), (298, 289)]]","[[(293, 228), (200, 288)]]","[[(291, 230), (206, 287)]]","[[(295, 233), (221, 289)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(213, 234), (274, 288)]]","[[(201, 231), (278, 293)]]","[[(193, 229), (290, 289)]]"
7bbcd6e1ed39753fe36adab9599be637,1,N/M,N/M,"[[(328, 455), (362, 498)]]","[[(300, 458), (333, 498)]]","[[(266, 453), (319, 504)]]","[[(229, 454), (291, 503)]]","[[(191, 454), (258, 503)]]","[[(164, 450), (222, 503)]]","[[(199, 453), (161, 498)]]","[[(190, 449), (144, 500)]]",N/M,N/M,N/M,N/M,N/M,N/M
7be32cef8b55d2cfa63f76fb65b96032,1,"[[(418, 214), (291, 281)]]","[[(417, 212), (304, 281)]]","[[(393, 215), (299, 283)]]",N/M,N/M,"[[(321, 131), (392, 181)]]","[[(348, 130), (419, 182)]]","[[(356, 124), (424, 182)]]","[[(353, 121), (405, 183)]]","[[(348, 122), (393, 183)]]","[[(350, 121), (306, 183)]]","[[(305, 124), (250, 183)]]","[[(243, 123), (188, 177)]]",N/M,"[[(362, 219), (258, 278)]]","[[(398, 219), (274, 293)]]"
7c1f17a0060a103e5f3363b36780407b,1,"[[(211, 243), (290, 204)]]","[[(204, 243), (286, 200)]]","[[(213, 241), (281, 198)]]","[[(216, 246), (281, 198)], [(341, 156), (383, 212)]]","[[(281, 156), (340, 212)], [(270, 199), (208, 247)]]","[[(194, 156), (279, 205)]]","[[(125, 157), (227, 204)]]","[[(77, 159), (178, 203)]]","[[(71, 154), (150, 210)]]","[[(70, 156), (137, 210)]]","[[(94, 159), (151, 211)]]","[[(142, 176), (168, 206)], [(259, 204), (311, 247)]]",N/M,"[[(234, 196), (288, 245)]]","[[(222, 197), (301, 246)]]","[[(215, 196), (296, 245)]]"
7ceae9953c62b3337c12712ac53917b7,1,"[[(418, 172), (349, 207)]]","[[(399, 173), (342, 206)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(393, 175), (305, 205)]]","[[(422, 173), (332, 206)]]"
7d430359b167f0aec96ad26aa8f59c4d,1,"[[(308, 525), (360, 585)]]","[[(308, 522), (353, 592)]]","[[(302, 522), (345, 587)]]","[[(292, 522), (326, 589)]]","[[(268, 522), (296, 590)]]","[[(318, 350), (366, 303)], [(239, 589), (263, 517)]]","[[(275, 205), (364, 236)], [(311, 353), (380, 303)]]","[[(242, 211), (351, 237)], [(295, 353), (377, 301)]]","[[(323, 209), (199, 235)], [(269, 303), (337, 347)]]","[[(315, 344), (229, 303)], [(284, 209), (162, 235)]]","[[(274, 345), (187, 302)], [(247, 203), (151, 235)]]","[[(238, 346), (167, 302)], [(201, 207), (168, 239)]]","[[(180, 301), (210, 344)], [(179, 206), (144, 245)]]","[[(238, 526), (265, 586)]]","[[(262, 522), (303, 590)]]","[[(281, 522), (337, 587)]]"
7d8935f1992f7df23cb5d1cf2c987a63,1,"[[(145, 530), (174, 474)]]","[[(159, 478), (191, 529)]]","[[(188, 485), (218, 527)]]",N/M,N/M,N/M,N/M,"[[(385, 522), (358, 477)]]","[[(343, 475), (378, 524)]]","[[(320, 475), (351, 526)]]","[[(277, 474), (329, 526)]]","[[(298, 476), (225, 526)]]","[[(258, 477), (184, 525)]]","[[(221, 476), (150, 526)]]","[[(191, 474), (129, 524)]]","[[(177, 472), (119, 530)]]"
7dccdd373ac634e993368ba3c744ff58,1,"[[(120, 173), (160, 136)]]","[[(142, 168), (172, 136)]]",N/M,N/M,N/M,N/M,"[[(402, 173), (358, 131)]]","[[(432, 176), (362, 130)]]","[[(429, 178), (360, 127)]]","[[(403, 177), (335, 126)]]","[[(348, 174), (300, 127)]]","[[(279, 163), (244, 121)]]","[[(223, 160), (191, 121)]]","[[(173, 125), (143, 158)]]","[[(133, 173), (166, 138)]]","[[(118, 171), (155, 135)]]"
7e3b20fbc661625fa1c6a3c76975df51,1,"[[(169, 476), (130, 393)], [(211, 438), (279, 479)], [(293, 326), (327, 270)]]","[[(285, 324), (322, 277)], [(276, 430), (201, 477)]]","[[(335, 273), (269, 326)], [(257, 478), (194, 426)]]","[[(323, 270), (243, 325)]]","[[(308, 269), (223, 323)]]","[[(275, 270), (204, 326)]]","[[(243, 283), (203, 326)]]","[[(224, 326), (194, 281)]]","[[(208, 322), (179, 280)]]","[[(343, 398), (379, 471)]]","[[(312, 395), (363, 480)]]","[[(275, 397), (328, 478)]]","[[(234, 393), (281, 475)]]","[[(232, 477), (183, 394)], [(246, 476), (302, 442)]]","[[(193, 395), (148, 472)], [(298, 442), (233, 475)]]","[[(169, 393), (126, 470)], [(298, 438), (222, 479)], [(290, 269), (327, 321)]]"
7e9a86c3a8979ef95ccce2073552cad6,1,"[[(180, 375), (130, 453)]]","[[(189, 379), (145, 457)]]",N/M,N/M,N/M,N/M,N/M,"[[(392, 640), (362, 602)]]","[[(337, 371), (383, 446)], [(374, 599), (337, 643)]]","[[(314, 370), (369, 451)], [(293, 603), (340, 643)]]","[[(281, 370), (347, 451)], [(244, 601), (300, 645)]]","[[(239, 371), (310, 452)], [(194, 600), (253, 646)]]","[[(199, 370), (270, 449)], [(152, 599), (209, 642)]]","[[(161, 369), (228, 451)], [(132, 599), (172, 646)]]","[[(202, 371), (139, 452)], [(115, 593), (150, 647)]]","[[(185, 373), (131, 451)]]"
7fdc546be05740661fb1140c615ed179,1,"[[(279, 196), (170, 257)], [(79, 180), (144, 230)]]","[[(266, 195), (158, 256)]]","[[(251, 196), (158, 257)]]","[[(252, 194), (167, 257)]]",N/M,N/M,N/M,N/M,"[[(425, 570), (353, 655)]]","[[(408, 570), (338, 651)]]","[[(370, 573), (294, 650)]]","[[(365, 187), (302, 247)], [(311, 569), (227, 657)]]","[[(298, 182), (245, 232)], [(342, 257), (271, 200)], [(234, 574), (168, 655)]]","[[(246, 196), (326, 261)], [(123, 570), (180, 652)], [(175, 229), (223, 177)]]","[[(217, 196), (314, 259)], [(109, 181), (181, 229)], [(87, 575), (153, 651)]]","[[(190, 199), (293, 257)], [(76, 179), (164, 237)], [(77, 579), (135, 650)]]"
7ff5d172bc3ffdb931a1bf72ad118da9,1,"[[(285, 183), (201, 239)]]","[[(282, 192), (193, 240)]]","[[(270, 192), (197, 244)]]","[[(275, 192), (212, 242)]]",N/M,N/M,"[[(263, 652), (289, 604)]]","[[(220, 653), (248, 590)]]","[[(178, 657), (217, 596)]]","[[(436, 146), (339, 200)], [(152, 656), (210, 597)]]","[[(371, 148), (276, 201)], [(140, 653), (201, 600)]]","[[(290, 151), (215, 198)]]",N/M,"[[(237, 191), (301, 239)], [(248, 642), (196, 598)]]","[[(221, 188), (297, 239)], [(279, 646), (237, 600)]]","[[(211, 188), (289, 243)], [(312, 648), (280, 598)]]"
80485ccbde4676532baeed703b91ee9b,1,"[[(203, 524), (122, 584)], [(149, 109), (98, 152)]]","[[(178, 110), (123, 153)], [(228, 522), (158, 587)]]","[[(260, 528), (207, 584)], [(169, 154), (216, 105)]]","[[(296, 530), (251, 583)], [(221, 149), (261, 98)]]",N/M,"[[(389, 153), (324, 97)], [(354, 589), (314, 530)]]","[[(348, 97), (427, 151)], [(354, 583), (325, 531)]]","[[(364, 96), (447, 153)]]","[[(363, 98), (426, 149)]]","[[(344, 96), (406, 151)], [(361, 581), (323, 525)]]","[[(349, 150), (302, 91)], [(281, 522), (311, 579)]]","[[(248, 95), (278, 143)], [(237, 586), (262, 524)]]","[[(184, 97), (218, 139)], [(220, 588), (183, 524)]]","[[(192, 588), (138, 526)], [(192, 151), (127, 98)]]","[[(112, 523), (182, 584)], [(156, 152), (92, 99)]]","[[(185, 525), (108, 583)], [(144, 107), (91, 152)]]"
8085d6bf5256a67fd53b545dbb53caf4,1,"[[(258, 427), (210, 498)], [(197, 370), (146, 433)]]","[[(265, 496), (214, 430)]]","[[(278, 495), (216, 426)]]","[[(279, 495), (223, 426)]]",N/M,N/M,N/M,"[[(306, 492), (265, 440)]]","[[(295, 496), (263, 441)]]","[[(312, 360), (363, 428)]]","[[(274, 358), (336, 428)]]","[[(233, 362), (314, 430)]]","[[(291, 361), (188, 431)]]","[[(255, 367), (152, 428)]]","[[(225, 366), (138, 427)], [(263, 432), (215, 494)]]","[[(255, 428), (205, 496)], [(202, 365), (144, 431)]]"
80cddeb7c49057a4653a4ee1aa68b1c1,1,"[[(371, 117), (420, 161)]]","[[(358, 116), (411, 161)]]","[[(333, 116), (373, 157)]]","[[(289, 110), (328, 159)]]",N/M,N/M,N/M,"[[(121, 157), (152, 118)]]","[[(100, 163), (136, 125)]]","[[(110, 160), (156, 119)]]","[[(181, 124), (135, 161)]]",N/M,N/M,"[[(271, 117), (312, 156)]]","[[(314, 117), (370, 156)]]","[[(350, 115), (409, 159)]]"
812879b6745485c17dc9f1f98d290fa6,1,"[[(216, 511), (165, 449)], [(214, 246), (312, 272)], [(343, 310), (249, 269)]]","[[(210, 246), (300, 270)], [(346, 305), (242, 270)], [(189, 454), (223, 513)]]","[[(290, 242), (203, 272)], [(222, 275), (333, 302)], [(216, 459), (241, 509)]]","[[(259, 249), (200, 295)], [(346, 278), (244, 302)]]","[[(211, 276), (277, 302)]]",N/M,N/M,N/M,N/M,N/M,N/M,"[[(236, 447), (279, 506)]]","[[(197, 447), (255, 517)]]","[[(159, 449), (233, 516)]]","[[(135, 449), (225, 511)]]","[[(132, 444), (216, 513)]]"
818281be1ffe4daa57fe8fc31b05b0d7,1,N/M,N/M,N/M,N/M,N/M,"[[(245, 167), (325, 215)]]","[[(177, 167), (271, 216)]]","[[(118, 164), (207, 215)]]","[[(80, 165), (160, 218)]]","[[(330, 358), (386, 402)]]","[[(278, 358), (350, 401)]]","[[(212, 358), (287, 400)]]","[[(158, 361), (241, 401)]]","[[(118, 361), (182, 398)]]",N/M,N/M
81aab48146e23ac8f9744f18459ecdbe,1,"[[(133, 434), (177, 510)]]","[[(152, 437), (194, 511)]]","[[(175, 431), (220, 508)]]",N/M,N/M,N/M,"[[(281, 265), (370, 324)]]","[[(238, 269), (338, 323)]]","[[(196, 266), (299, 323)], [(383, 438), (345, 510)]]","[[(155, 262), (258, 326)], [(366, 432), (319, 508)]]","[[(220, 256), (127, 324)], [(333, 433), (283, 507)]]","[[(296, 435), (237, 510)]]","[[(252, 433), (192, 510)]]","[[(210, 433), (151, 509)]]","[[(185, 430), (135, 510)]]","[[(177, 433), (127, 508)]]"
81ece36076b9a707e5e4a0b25056b408,1,"[[(291, 445), (214, 485)]]","[[(209, 438), (279, 488)]]","[[(202, 440), (274, 492)]]","[[(206, 439), (273, 489)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(312, 438), (252, 481)]]","[[(309, 442), (240, 481)]]","[[(303, 442), (235, 481)]]"
820f21f68db5a38bb0bbb9504ee783ac,1,"[[(286, 266), (360, 228)]]","[[(294, 265), (358, 230)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(263, 265), (363, 224)]]","[[(271, 267), (362, 227)]]"
822f26a77eaca1f06fcda124a494710e,1,"[[(203, 467), (240, 402)], [(224, 251), (130, 275)]]","[[(220, 249), (173, 275)], [(208, 403), (238, 470)], [(373, 450), (334, 377)]]","[[(213, 405), (243, 467)], [(188, 247), (220, 274)], [(337, 386), (370, 450)]]","[[(232, 242), (195, 278)], [(217, 404), (263, 467)], [(314, 380), (366, 450)]]","[[(283, 381), (372, 447)], [(207, 246), (234, 270)]]","[[(247, 378), (345, 450)]]","[[(211, 377), (304, 451)]]","[[(188, 377), (260, 450)]]","[[(160, 371), (215, 450)]]","[[(149, 384), (180, 449)]]","[[(124, 370), (166, 441)]]","[[(280, 245), (312, 281)]]","[[(235, 246), (306, 277)]]","[[(190, 247), (290, 276)], [(270, 404), (219, 461)]]","[[(153, 247), (264, 277)], [(253, 402), (206, 469)]]","[[(242, 250), (134, 274)], [(247, 404), (203, 471)]]"
826b3b5eb25ddd6f7d2aed1e531e69b9,1,"[[(145, 289), (255, 325)]]","[[(242, 292), (180, 324)]]",N/M,N/M,"[[(310, 538), (338, 579)]]","[[(271, 537), (305, 584)]]","[[(225, 537), (277, 586)]]","[[(248, 537), (182, 586)]]","[[(222, 538), (148, 585)]]","[[(198, 536), (133, 585)]]","[[(191, 537), (139, 588)]]","[[(191, 537), (149, 584)]]","[[(262, 294), (295, 326)]]","[[(215, 291), (298, 324)]]","[[(187, 292), (289, 321)]]","[[(161, 291), (273, 323)]]"
827f4ce527c4da872a09067901d7ec72,1,"[[(312, 240), (227, 291)]]","[[(324, 238), (233, 293)]]","[[(318, 242), (245, 288)]]","[[(311, 246), (244, 289)]]",N/M,N/M,"[[(316, 237), (372, 283)]]","[[(267, 237), (337, 287)], [(364, 601), (394, 652)]]","[[(216, 240), (293, 284)], [(335, 594), (371, 651)]]","[[(253, 238), (173, 284)], [(295, 597), (361, 653)]]","[[(259, 596), (311, 657)], [(198, 235), (143, 280)]]","[[(250, 655), (188, 600)]]","[[(204, 657), (149, 601)]]","[[(168, 654), (116, 604)]]","[[(212, 246), (278, 291)], [(113, 595), (159, 645)]]","[[(306, 291), (223, 243)], [(150, 646), (114, 595)]]"
829295cbd850d4b74bdd9a3dfc539ba3,1,"[[(147, 227), (71, 172)]]","[[(171, 222), (87, 172)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(99, 170), (161, 217)]]","[[(148, 221), (69, 171)]]"
82c88e8b9f2c84cbfb9c9ab0392e166d,1,"[[(85, 168), (164, 218)], [(169, 306), (134, 247)]]","[[(179, 220), (107, 171)], [(174, 300), (138, 242)]]",N/M,N/M,N/M,"[[(346, 481), (403, 392)]]","[[(358, 477), (412, 387)]]","[[(336, 392), (406, 478)]]","[[(292, 389), (374, 472)]]","[[(324, 306), (363, 253)], [(244, 391), (330, 473)]]","[[(279, 252), (341, 310)], [(197, 389), (280, 473)]]","[[(224, 253), (315, 310)], [(151, 385), (227, 475)]]","[[(177, 250), (270, 310)], [(178, 476), (126, 388)]]","[[(228, 252), (160, 310)], [(115, 382), (148, 470)]]","[[(123, 171), (177, 221)], [(193, 251), (140, 304)]]","[[(94, 167), (161, 220)], [(175, 307), (136, 247)]]"
